지역,시,구,동,방,화장실,주방,거실,전용 면적,건물 유형,엘리베이터,주차 여부,임대료(1주),관리비용,청소비용,보증금,계약일수,총일수,예약률
제주특별자치도,제주시,조천읍,, 3, 2, 1, 1,18,연립빌라,있음,무료주차(여유),"540,000",0,0,"330,000",81,102,0.794
제주특별자치도,제주시,애월읍,, 3, 2, 1, 1,34,아파트,있음,무료주차(여유),"500,000","100,000","50,000","330,000",55,102,0.539
세종특별자치시,소담동,594,, 3, 2, 1, 1,34,아파트,있음,무료주차(여유),"430,000","70,000","60,000","330,000",20,102,0.196
부산광역시,강서구,신호동,, 1, 1, 1, 0,8,원룸건물,없음,무료주차(선착순),"170,000",0,"50,000","330,000",8,102,0.078
강원특별자치도,춘천시,효자동,, 1, 1, 1, 0,7,상가주택,없음,무료주차(여유),"150,000","20,000","50,000","330,000",5,102,0.049
서울특별시,강서구,등촌동,, 1, 1, 1, 1,10,복층오피스텔,있음,유료주차,"240,000","50,000","50,000","330,000",34,102,0.333
서울특별시,마포구,망원동,, 2, 1, 1, 0,10,원룸건물,없음,무료주차(선착순),"420,000","50,000","50,000","330,000",33,102,0.324
경기도,여주시,현암동,, 3, 2, 1, 1,25,오피스텔,있음,무료주차(여유),"290,000","80,000","70,000","330,000",33,102,0.324
대구광역시,달서구,두류동,, 1, 1, 0, 1,13,원룸건물,없음,무료주차(여유),"250,000","30,000","50,000","330,000",5,102,0.049
서울특별시,강서구,방화동,, 3, 1, 1, 1,18,아파트,있음,무료주차(여유),"350,000","40,000","50,000","330,000",71,102,0.696
강원특별자치도,춘천시,효자동,, 1, 1, 0, 0,9,상가주택,없음,무료주차(선착순),"170,000","30,000","30,000","330,000",0,102,0
서울특별시,마포구,합정동,, 2, 1, 1, 1,13,복층오피스텔,있음,유료주차,"950,000","130,000","100,000","330,000",18,102,0.176
서울특별시,강서구,마곡동,, 1, 1, 0, 0,8,오피스텔,있음,무료주차(여유),"270,000","60,000","60,000","330,000",15,102,0.147
경기도,성남시,분당구,정자동, 1, 1, 1, 1,10,복층오피스텔,있음,무료주차(여유),"550,000","50,000","50,000","330,000",27,102,0.265
인천광역시,서구,청라동,, 1, 1, 1, 1,7,오피스텔,있음,무료주차(여유),"249,000","50,000","80,000","330,000",0,102,0
전북특별자치도,전주시,덕진구,금암동, 1, 1, 1, 0,11,원룸건물,없음,무료주차(여유),"525,000","125,000",0,"330,000",0,102,0
경상북도,포항시,북구,장성동, 1, 1, 0, 0,13,원룸건물,없음,무료주차(여유),"250,000","50,000","30,000","330,000",39,102,0.382
서울특별시,강서구,등촌동,, 3, 1, 1, 1,15,연립빌라,있음,무료주차(여유),"350,000","20,000","50,000","330,000",45,102,0.441
서울특별시,관악구,신림동,, 4, 2, 1, 2,30,연립빌라,있음,무료주차(선착순),"350,000","70,000","150,000","330,000",16,102,0.157
서울특별시,구로구,개봉동,, 2, 1, 1, 1,12,연립빌라,있음,무료주차(선착순),"230,000","60,000","100,000","330,000",40,102,0.392
서울특별시,송파구,거여동,, 1, 1, 0, 0,9,복층오피스텔,있음,유료주차,"240,000","70,000",0,"330,000",40,102,0.392
경기도,수원시,권선구,금곡동, 1, 1, 0, 0,9,오피스텔,있음,무료주차(여유),"180,000","60,000",0,"330,000",13,102,0.127
경기도,수원시,장안구,정자동, 3, 2, 1, 1,18,아파트,있음,무료주차(여유),"450,000","100,000","50,000","330,000",81,102,0.794
서울특별시,양천구,신정동,, 2, 1, 1, 1,8,오피스텔,있음,유료주차,"210,000","60,000","100,000","330,000",27,102,0.265
경기도,고양시,덕양구,고양동, 1, 1, 0, 0,5,원룸건물,없음,무료주차(여유),"250,000","50,000","50,000","330,000",12,102,0.118
서울특별시,양천구,신월동,, 1, 1, 1, 1,9,오피스텔,있음,불가능,"210,000","60,000","100,000","330,000",34,102,0.333
서울특별시,관악구,신림동,, 1, 1, 1, 0,7,원룸건물,없음,유료주차,"150,000","50,000","80,000","330,000",0,102,0
서울특별시,동작구,상도동,, 1, 0, 0, 0,2,고시원,없음,불가능,"80,000",0,"10,000","100,000",0,102,0
세종특별자치시,종촌동,697,, 1, 1, 1, 1,3,쉐어하우스,있음,유료주차,"88,000","11,000","22,000","330,000",54,102,0.529
대전광역시,유성구,구암동,, 1, 1, 1, 0,5,원룸건물,없음,무료주차(선착순),"99,000","18,000","45,000","330,000",6,102,0.059
대전광역시,중구,문창동,, 1, 1, 1, 1,8,상가주택,있음,무료주차(여유),"210,000","30,000","30,000","330,000",0,102,0
대전광역시,유성구,봉명동,, 1, 1, 1, 1,10,오피스텔,있음,무료주차(여유),"250,000","10,000","20,000","330,000",102,102,1
서울특별시,은평구,녹번동,, 1, 1, 1, 0,4,원룸건물,없음,불가능,"140,000","50,000","30,000","330,000",18,102,0.176
부산광역시,사하구,신평동,, 1, 1, 1, 0,7,상가주택,없음,무료주차(여유),"140,000","50,000","30,000","330,000",19,102,0.186
서울특별시,강서구,마곡동,, 1, 1, 0, 0,6,오피스텔,있음,무료주차(선착순),"250,000","55,000","55,000","330,000",26,102,0.255
서울특별시,동대문구,전농동,, 1, 1, 1, 0,6,원룸건물,없음,불가능,"190,000","30,000","50,000","330,000",18,102,0.176
경기도,수원시,권선구,금곡동, 1, 1, 0, 0,9,오피스텔,있음,무료주차(여유),"180,000","70,000",0,"330,000",14,102,0.137
경기도,수원시,권선구,금곡동, 1, 1, 0, 0,12,오피스텔,있음,무료주차(여유),"180,000","60,000",0,"330,000",60,102,0.588
광주광역시,동구,계림동,, 2, 1, 1, 1,18,아파트,있음,무료주차(여유),"310,000","70,000",0,"330,000",5,102,0.049
제주특별자치도,제주시,조천읍,, 1, 1, 1, 1,16,단독주택,없음,무료주차(여유),"350,000","30,000","20,000","330,000",4,102,0.039
부산광역시,해운대구,재송동,, 2, 1, 1, 1,12,아파트,없음,무료주차(여유),"210,000","20,000","20,000","330,000",13,102,0.127
인천광역시,부평구,부평동,, 1, 1, 0, 0,5,고시원,있음,불가능,"160,000","5,000",0,"100,000",45,102,0.441
서울특별시,강서구,등촌동,, 1, 1, 1, 1,12,복층오피스텔,있음,무료주차(선착순),"300,000","70,000","30,000","330,000",33,102,0.324
서울특별시,영등포구,영등포동7가,, 1, 1, 1, 0,5,오피스텔,있음,무료주차(여유),"360,000","50,000","50,000","330,000",29,102,0.284
경기도,화성시,병점동,, 1, 1, 1, 0,6,상가주택,있음,불가능,"120,000",0,"100,000","330,000",58,102,0.569
인천광역시,남동구,구월동,, 1, 1, 1, 0,8,오피스텔,있음,불가능,"330,000","50,000","50,000","330,000",0,102,0
인천광역시,연수구,송도동,, 1, 1, 1, 0,10,오피스텔,있음,무료주차(여유),"400,000","50,000","50,000","330,000",5,102,0.049
서울특별시,관악구,신림동,, 1, 1, 1, 0,6,원룸건물,없음,불가능,"210,000","20,000","30,000","330,000",26,102,0.255
부산광역시,중구,영주동,, 1, 1, 0, 0,4,복층오피스텔,있음,무료주차(선착순),"99,000","50,000",0,"330,000",11,102,0.108
부산광역시,해운대구,반송동,, 1, 1, 0, 0,5,원룸건물,없음,유료주차,"50,000","10,000",0,"330,000",0,102,0
서울특별시,금천구,독산동,, 2, 1, 1, 1,8,연립빌라,있음,무료주차(선착순),"230,000","70,000","100,000","330,000",34,102,0.333
강원특별자치도,강릉시,옥천동,, 2, 2, 1, 1,18,단독주택,없음,무료주차(선착순),"500,000","50,000",0,"330,000",0,102,0
경기도,성남시,분당구,정자동, 1, 1, 1, 1,9,오피스텔,있음,무료주차(여유),"325,000","90,000","80,000","330,000",62,102,0.608
서울특별시,양천구,신월동,, 1, 1, 1, 1,9,오피스텔,있음,불가능,"210,000","60,000","100,000","330,000",26,102,0.255
대전광역시,서구,둔산동,, 1, 1, 1, 1,12,복층오피스텔,있음,무료주차(선착순),"290,000","60,000","50,000","330,000",14,102,0.137
경기도,김포시,고촌읍,, 1, 1, 1, 1,7,오피스텔,있음,무료주차(선착순),"210,000","70,000","10,000","330,000",66,102,0.647
부산광역시,남구,용호동,, 2, 1, 1, 0,14,단독주택,없음,불가능,"250,000",0,"30,000","330,000",0,102,0
서울특별시,강남구,수서동,, 1, 1, 1, 1,13,오피스텔,있음,무료주차(선착순),"340,000","120,000","50,000","330,000",10,102,0.098
충청남도,천안시,서북구,쌍용동, 3, 1, 1, 1,18,아파트,있음,무료주차(여유),"270,000","70,000","50,000","330,000",61,102,0.598
서울특별시,성동구,도선동,, 1, 1, 1, 1,6,오피스텔,있음,유료주차,"230,000","70,000","50,000","330,000",11,102,0.108
서울특별시,강동구,성내동,, 1, 0, 0, 0,2,고시원,있음,유료주차,"110,000",0,"15,000","100,000",13,102,0.127
경상북도,포항시,북구,죽도동, 1, 1, 1, 1,10,원룸건물,없음,무료주차(선착순),"150,000","20,000","30,000","330,000",4,102,0.039
경기도,성남시,분당구,수내동, 1, 1, 1, 1,11,오피스텔,있음,유료주차,"400,000","70,000","50,000","330,000",14,102,0.137
대전광역시,유성구,봉명동,, 1, 1, 1, 1,9,아파트,있음,무료주차(여유),"310,000","30,000",0,"330,000",27,102,0.265
경기도,수원시,권선구,세류동, 2, 2, 1, 1,18,아파트,있음,불가능,"350,000","120,000","100,000","330,000",36,102,0.353
부산광역시,수영구,광안동,, 1, 1, 1, 1,7,오피스텔,있음,유료주차,"200,000","100,000","50,000","330,000",0,102,0
강원특별자치도,삼척시,정상동,, 3, 1, 1, 1,22,아파트,있음,무료주차(선착순),"350,000","50,000",0,"330,000",0,102,0
인천광역시,부평구,삼산동,, 3, 1, 1, 0,21,아파트,없음,무료주차(선착순),"360,000","40,000",0,"330,000",51,102,0.5
서울특별시,영등포구,당산동5가,, 1, 1, 1, 1,9,복층오피스텔,있음,무료주차(여유),"399,000","80,000","50,000","330,000",19,102,0.186
서울특별시,중구,오장동,, 1, 0, 0, 0,2,고시원,없음,불가능,"100,000",0,"20,000","100,000",18,102,0.176
부산광역시,해운대구,중동,, 3, 2, 1, 1,40,복층오피스텔,있음,무료주차(선착순),"1,000,000","140,000","10,000","330,000",6,102,0.059
경기도,김포시,구래동,, 1, 1, 1, 1,9,오피스텔,있음,무료주차(여유),"229,000","110,000","100,000","330,000",1,102,0.01
서울특별시,종로구,숭인동,, 1, 1, 1, 1,8,오피스텔,있음,유료주차,"380,000","80,000","90,000","330,000",75,102,0.735
경기도,김포시,걸포동,, 1, 1, 1, 0,5,원룸건물,없음,무료주차(선착순),"170,000","30,000","60,000","330,000",24,102,0.235
대전광역시,서구,복수동,, 1, 1, 0, 0,6,원룸건물,없음,무료주차(선착순),"50,000","29,000","39,000","330,000",61,102,0.598
서울특별시,관악구,신림동,, 1, 0, 0, 0,5,고시원,없음,불가능,"90,000",0,"20,000","100,000",0,102,0
서울특별시,동작구,노량진동,, 1, 0, 0, 0,3,고시원,없음,불가능,"68,000","10,000",0,"100,000",35,102,0.343
경기도,수원시,영통구,영통동, 3, 1, 1, 1,18,아파트,있음,무료주차(여유),"350,000","92,500","250,000","330,000",80,102,0.784
경기도,부천시,소사구,옥길동, 1, 1, 1, 1,9,오피스텔,있음,무료주차(여유),"240,000","50,000","50,000","330,000",2,102,0.02
대전광역시,서구,만년동,, 2, 1, 1, 1,12,연립빌라,없음,무료주차(선착순),"150,000","25,000","65,000","330,000",0,102,0
서울특별시,강서구,마곡동,, 1, 1, 0, 0,6,오피스텔,있음,유료주차,"230,000","60,000","60,000","330,000",59,102,0.578
서울특별시,강서구,화곡동,, 1, 1, 1, 0,11,오피스텔,있음,불가능,"100,000","20,000","50,000","330,000",101,102,0.99
경기도,용인시,처인구,역북동, 1, 1, 1, 0,5,원룸건물,없음,무료주차(여유),"160,000",0,"70,000","330,000",50,102,0.49
서울특별시,강서구,화곡동,, 1, 1, 1, 1,4,오피스텔,있음,무료주차(선착순),"160,000","60,000","100,000","330,000",50,102,0.49
인천광역시,서구,검암동,, 3, 2, 1, 1,15,연립빌라,없음,무료주차(여유),"180,000","50,000","40,000","330,000",27,102,0.265
경상남도,김해시,외동,, 1, 1, 1, 0,7,원룸건물,없음,무료주차(선착순),"180,000","30,000",0,"330,000",1,102,0.01
서울특별시,강남구,논현동,, 1, 1, 1, 0,10,오피스텔,있음,불가능,"410,000","100,000","100,000","330,000",0,102,0
경상남도,거제시,일운면,, 2, 2, 1, 1,24,아파트,있음,무료주차(여유),"300,000",0,0,"330,000",5,102,0.049
제주특별자치도,제주시,노형동,, 3, 2, 1, 1,25,오피스텔,있음,무료주차(선착순),"550,000","70,000","70,000","330,000",13,102,0.127
경상북도,포항시,남구,상도동, 1, 1, 1, 0,10,원룸건물,없음,무료주차(여유),"230,000",0,0,"330,000",0,102,0
서울특별시,강남구,역삼동,, 1, 1, 0, 0,8,오피스텔,있음,불가능,"650,000","80,000","70,000","330,000",46,102,0.451
경기도,용인시,처인구,역북동, 1, 1, 1, 0,5,원룸건물,없음,무료주차(여유),"160,000",0,"70,000","330,000",59,102,0.578
울산광역시,남구,무거동,, 1, 1, 1, 0,9,원룸건물,있음,무료주차(여유),"200,000","20,000","30,000","330,000",47,102,0.461
충청남도,천안시,서북구,불당동, 3, 2, 1, 1,30,복층오피스텔,있음,무료주차(여유),"500,000","80,000","30,000","330,000",42,102,0.412
서울특별시,마포구,아현동,, 1, 1, 0, 0,7,오피스텔,있음,불가능,"230,000","100,000","70,000","330,000",42,102,0.412
서울특별시,강서구,마곡동,, 1, 1, 0, 0,5,오피스텔,있음,무료주차(여유),"230,000","55,000","55,000","330,000",38,102,0.373
인천광역시,미추홀구,용현동,, 3, 1, 1, 1,24,연립빌라,없음,무료주차(여유),"150,000","30,000","200,000","330,000",5,102,0.049
충청남도,서산시,동문동,, 1, 0, 0, 0,4,고시원,없음,무료주차(여유),"70,000",0,"30,000","100,000",11,102,0.108
서울특별시,중구,남산동2가,, 1, 1, 0, 0,3,상가주택,없음,불가능,"240,000","60,000",0,"330,000",32,102,0.314
충청북도,청주시,청원구,, 1, 1, 1, 0,8,원룸건물,없음,무료주차(여유),"110,000","10,000","30,000","330,000",32,102,0.314
부산광역시,부산진구,범천동,, 1, 1, 0, 0,9,오피스텔,있음,무료주차(여유),"230,000","50,000","50,000","330,000",0,102,0
서울특별시,노원구,상계동,, 1, 1, 1, 1,11,아파트,없음,무료주차(선착순),"290,000","60,000","50,000","330,000",102,102,1
서울특별시,금천구,독산동,, 1, 1, 0, 0,7,오피스텔,있음,유료주차,"290,000","50,000","50,000","330,000",31,102,0.304
대구광역시,중구,교동,, 1, 1, 1, 1,8,오피스텔,있음,무료주차(여유),"180,000","60,000","60,000","330,000",13,102,0.127
부산광역시,금정구,부곡동,, 2, 1, 1, 1,15,오피스텔,있음,무료주차(여유),"325,000","50,000","70,000","330,000",0,102,0
인천광역시,서구,가좌동,, 1, 1, 1, 1,6,오피스텔,있음,무료주차(여유),"120,000","37,000",0,"330,000",102,102,1
부산광역시,해운대구,우동,, 1, 1, 1, 0,8,오피스텔,있음,유료주차,"150,000","25,000","10,000","330,000",6,102,0.059
서울특별시,강서구,화곡동,, 3, 1, 1, 1,14,연립빌라,있음,무료주차(선착순),"270,000","60,000","100,000","330,000",55,102,0.539
강원특별자치도,강릉시,연곡면,, 1, 1, 1, 1,13,아파트,있음,무료주차(여유),"330,000",0,"30,000","330,000",0,102,0
광주광역시,북구,임동,, 1, 1, 1, 0,8,오피스텔,있음,무료주차(여유),"200,000","50,000","50,000","330,000",1,102,0.01
서울특별시,강서구,내발산동,, 3, 2, 1, 1,25,연립빌라,없음,무료주차(여유),"410,000","50,000","30,000","330,000",27,102,0.265
서울특별시,용산구,한남동,, 1, 1, 0, 0,5,연립빌라,없음,무료주차(선착순),"290,000",0,"30,000","330,000",73,102,0.716
서울특별시,노원구,월계동,, 2, 1, 1, 1,11,아파트,없음,무료주차(여유),"380,000","70,000","70,000","330,000",95,102,0.931
인천광역시,서구,원당동,, 1, 1, 1, 0,8,복층원룸건물,있음,무료주차(여유),"130,000","20,000","80,000","330,000",18,102,0.176
경기도,남양주시,호평동,, 1, 1, 1, 0,9,원룸건물,있음,무료주차(여유),"200,000","50,000","50,000","330,000",27,102,0.265
전북특별자치도,전주시,완산구,고사동, 1, 1, 0, 0,4,오피스텔,있음,무료주차(선착순),"130,000","20,000",0,"330,000",4,102,0.039
대전광역시,서구,월평동,, 3, 2, 1, 1,31,아파트,있음,무료주차(여유),"520,000","70,000","50,000","330,000",54,102,0.529
경기도,하남시,망월동,, 1, 1, 1, 1,8,오피스텔,있음,유료주차,"270,000","85,000","75,000","330,000",15,102,0.147
서울특별시,강서구,화곡동,, 2, 1, 1, 1,7,연립빌라,있음,무료주차(선착순),"220,000","60,000","100,000","330,000",46,102,0.451
서울특별시,강서구,화곡동,, 1, 1, 1, 1,5,연립빌라,있음,무료주차(선착순),"200,000","60,000","100,000","330,000",50,102,0.49
서울특별시,용산구,용산동2가,, 1, 1, 1, 0,12,상가주택,없음,불가능,"380,000","50,000","30,000","330,000",16,102,0.157
경상북도,경산시,사동,, 1, 1, 1, 0,10,원룸건물,없음,무료주차(여유),"110,000","30,000",0,"330,000",25,102,0.245
서울특별시,종로구,숭인동,, 1, 1, 0, 0,12,오피스텔,있음,유료주차,"400,000","80,000","80,000","330,000",63,102,0.618
서울특별시,마포구,상수동,, 1, 1, 1, 0,6,복층오피스텔,있음,불가능,"280,000","30,000","20,000","330,000",35,102,0.343
서울특별시,강서구,화곡동,, 1, 1, 1, 1,6,연립빌라,있음,무료주차(선착순),"210,000","60,000","100,000","330,000",6,102,0.059
세종특별자치시,반곡동,840,, 1, 1, 1, 1,12,오피스텔,있음,무료주차(여유),"290,000","60,000","50,000","330,000",34,102,0.333
서울특별시,강남구,역삼동,, 1, 1, 0, 0,9,오피스텔,있음,불가능,"430,000","65,000","50,000","330,000",44,102,0.431
부산광역시,수영구,광안동,, 1, 1, 1, 1,13,오피스텔,있음,유료주차,"280,000","100,000","100,000","330,000",46,102,0.451
대구광역시,달성군,현풍읍,, 1, 1, 1, 0,7,오피스텔,있음,무료주차(여유),"150,000","70,000","50,000","330,000",0,102,0
전라남도,화순군,화순읍,, 3, 1, 1, 1,20,아파트,있음,무료주차(여유),"200,000","50,000","50,000","330,000",13,102,0.127
경기도,수원시,팔달구,화서동, 3, 1, 1, 1,18,아파트,있음,유료주차,"350,000","70,000","70,000","330,000",101,102,0.99
부산광역시,부산진구,부전동,, 1, 1, 1, 1,11,아파트,있음,유료주차,"270,000","30,000","20,000","330,000",37,102,0.363
충청북도,청주시,흥덕구,봉명동, 1, 1, 1, 1,10,상가주택,있음,무료주차(여유),"190,000","50,000","50,000","330,000",4,102,0.039
경상북도,경주시,황성동,, 1, 1, 1, 1,12,원룸건물,있음,무료주차(여유),"250,000","20,000",0,"330,000",50,102,0.49
서울특별시,강서구,등촌동,, 3, 2, 1, 1,25,아파트,있음,무료주차(선착순),"650,000","80,000","100,000","330,000",79,102,0.775
경기도,화성시,병점동,, 1, 1, 1, 0,7,상가주택,있음,무료주차(여유),"250,000","40,000","50,000","330,000",2,102,0.02
세종특별자치시,고운동,1706,, 3, 1, 1, 1,25,아파트,있음,무료주차(여유),"300,000",0,"50,000","330,000",27,102,0.265
부산광역시,해운대구,송정동,, 2, 1, 1, 1,15,오피스텔,있음,무료주차(선착순),"250,000","100,000","50,000","330,000",71,102,0.696
서울특별시,성북구,하월곡동,, 2, 1, 1, 1,10,복층오피스텔,있음,무료주차(선착순),"400,000","70,000","70,000","330,000",77,102,0.755
대구광역시,동구,신천동,, 2, 2, 1, 1,33,아파트,있음,무료주차(여유),"350,000","30,000","50,000","330,000",12,102,0.118
서울특별시,중랑구,상봉동,, 2, 1, 1, 1,12,오피스텔,없음,유료주차,"320,000","20,000",0,"330,000",46,102,0.451
대전광역시,서구,둔산동,, 3, 2, 1, 1,28,오피스텔,있음,무료주차(여유),"400,000","50,000","50,000","330,000",33,102,0.324
충청남도,아산시,신창면,, 3, 2, 1, 1,30,아파트,있음,무료주차(여유),"380,000","100,000","60,000","330,000",70,102,0.686
서울특별시,강남구,역삼동,, 1, 1, 0, 0,2,고시원,없음,유료주차,"219,000","20,000",0,"100,000",6,102,0.059
부산광역시,해운대구,송정동,, 2, 1, 1, 1,18,아파트,있음,무료주차(선착순),"480,000","100,000","50,000","330,000",102,102,1
서울특별시,강남구,삼성동,, 2, 1, 1, 1,15,연립빌라,있음,무료주차(여유),"759,900","50,000","70,000","330,000",13,102,0.127
경기도,평택시,고덕면,, 1, 0, 1, 1,14,오피스텔,있음,무료주차(여유),"130,000","45,000","45,000","330,000",0,102,0
경상남도,창원시,진해구,속천동, 1, 1, 1, 0,9,오피스텔,있음,무료주차(여유),"200,000","30,000","70,000","330,000",23,102,0.225
세종특별자치시,다정동,953,, 3, 2, 1, 1,30,아파트,있음,무료주차(여유),"488,000","100,000","50,000","330,000",41,102,0.402
경기도,안산시,단원구,성곡동, 1, 1, 1, 1,7,오피스텔,있음,무료주차(여유),"150,000","64,000","30,000","330,000",42,102,0.412
광주광역시,북구,오치동,, 1, 1, 1, 1,9,아파트,있음,무료주차(선착순),"90,000","50,000","30,000","330,000",0,102,0
경기도,안양시,동안구,관양동, 1, 0, 0, 0,2,고시원,있음,무료주차(여유),"90,000",0,"10,000","100,000",3,102,0.029
서울특별시,강남구,역삼동,, 1, 1, 0, 0,8,오피스텔,있음,유료주차,"420,000","120,000","100,000","330,000",1,102,0.01
강원특별자치도,평창군,대관령면,, 2, 2, 1, 1,36,아파트,있음,무료주차(여유),"800,000","70,000",0,"330,000",12,102,0.118
인천광역시,남동구,논현동,, 1, 1, 1, 0,6,오피스텔,있음,무료주차(여유),"190,000","40,000","30,000","330,000",11,102,0.108
강원특별자치도,원주시,우산동,, 1, 1, 1, 0,7,원룸건물,없음,무료주차(선착순),"110,000","18,000","55,000","330,000",42,102,0.412
서울특별시,송파구,석촌동,, 1, 1, 1, 1,15,복층오피스텔,있음,불가능,"580,000","60,000","50,000","330,000",45,102,0.441
충청남도,아산시,신창면,, 3, 2, 1, 1,22,아파트,있음,무료주차(여유),"370,000","80,000",0,"330,000",10,102,0.098
서울특별시,양천구,신정동,, 3, 1, 1, 1,27,아파트,있음,무료주차(선착순),"800,000","150,000","300,000","330,000",102,102,1
서울특별시,광진구,자양동,, 2, 1, 1, 0,12,상가주택,없음,불가능,"349,000","60,000","60,000","330,000",55,102,0.539
서울특별시,구로구,개봉동,, 2, 1, 1, 1,11,연립빌라,있음,무료주차(여유),"270,000","50,000","50,000","330,000",77,102,0.755
error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
제주특별자치도,서귀포시,대포동,, 2, 2, 1, 1,25,아파트,없음,무료주차(여유),"630,000","100,000","70,000","330,000",8,102,0.078
대전광역시,유성구,봉명동,, 1, 1, 0, 0,9,상가주택,있음,무료주차(선착순),"150,000",0,"50,000","330,000",13,102,0.127
서울특별시,양천구,신정동,, 2, 1, 1, 1,10,오피스텔,있음,무료주차(선착순),"230,000","150,000","250,000","330,000",37,102,0.363
서울특별시,강서구,화곡동,, 2, 1, 1, 1,16,연립빌라,있음,무료주차(여유),"395,000","70,000","50,000","330,000",22,102,0.216
서울특별시,은평구,신사동,, 2, 1, 1, 1,11,단독주택,없음,불가능,"350,000","50,000","30,000","330,000",24,102,0.235
서울특별시,강서구,화곡동,, 1, 1, 1, 1,5,연립빌라,있음,무료주차(여유),"200,000","60,000","100,000","330,000",12,102,0.118
서울특별시,양천구,신월동,, 1, 1, 1, 1,9,연립빌라,있음,불가능,"210,000","60,000","100,000","330,000",31,102,0.304
강원특별자치도,강릉시,사천면,, 3, 2, 1, 1,34,아파트,있음,무료주차(여유),"600,000","100,000","50,000","330,000",62,102,0.608
서울특별시,금천구,시흥동,, 1, 1, 1, 0,9,원룸건물,없음,불가능,"160,000","40,000","30,000","330,000",41,102,0.402
경기도,남양주시,다산동,, 2, 1, 1, 0,9,복층오피스텔,있음,유료주차,"310,000","70,000","50,000","330,000",27,102,0.265
강원특별자치도,속초시,노학동,, 1, 1, 1, 1,12,원룸건물,있음,무료주차(여유),"450,000","50,000","70,000","330,000",3,102,0.029
경기도,수원시,권선구,권선동, 1, 1, 1, 1,13,복층오피스텔,있음,무료주차(선착순),"360,000","50,000","100,000","330,000",42,102,0.412
대전광역시,서구,가수원동,, 2, 1, 1, 1,23,아파트,있음,무료주차(선착순),"490,000","35,000",0,"330,000",12,102,0.118
서울특별시,종로구,충신동,, 1, 1, 1, 0,8,게스트하우스,없음,무료주차(선착순),"250,000",0,"30,000","330,000",0,102,0
울산광역시,중구,성남동,, 1, 1, 1, 0,11,원룸건물,없음,유료주차,"180,000",0,0,"330,000",39,102,0.382
경기도,안산시,단원구,선부동, 3, 2, 1, 1,14,연립빌라,있음,무료주차(선착순),"200,000","60,000","100,000","330,000",12,102,0.118
서울특별시,서초구,방배동,, 3, 2, 1, 1,16,연립빌라,있음,무료주차(여유),"500,000","55,000","50,000","330,000",48,102,0.471
경기도,화성시,오산동,, 2, 1, 1, 1,18,오피스텔,있음,무료주차(여유),"450,000","80,000","50,000","330,000",40,102,0.392
경기도,용인시,처인구,역북동, 1, 1, 1, 0,5,원룸건물,없음,무료주차(여유),"160,000",0,"70,000","330,000",60,102,0.588
서울특별시,광진구,구의동,, 2, 1, 1, 1,13,연립빌라,없음,무료주차(선착순),"570,000","100,000","80,000","330,000",19,102,0.186
서울특별시,성북구,석관동,, 1, 1, 0, 0,4,원룸건물,없음,불가능,"150,000",0,0,"330,000",40,102,0.392
서울특별시,강서구,화곡동,, 1, 1, 1, 1,5,연립빌라,있음,무료주차(여유),"200,000","60,000","100,000","330,000",7,102,0.069
강원특별자치도,춘천시,효자동,, 1, 1, 0, 0,10,원룸건물,없음,무료주차(여유),"170,000","10,000","10,000","330,000",53,102,0.52
서울특별시,강서구,화곡동,, 1, 1, 1, 1,5,연립빌라,있음,무료주차(여유),"200,000","60,000","100,000","330,000",0,102,0
경기도,안산시,단원구,고잔동, 1, 1, 1, 1,7,오피스텔,있음,유료주차,"219,000","40,000","20,000","330,000",6,102,0.059
경기도,고양시,일산동구,중산동, 3, 2, 1, 1,20,연립빌라,있음,무료주차(선착순),"150,000","80,000","100,000","330,000",0,102,0
경기도,부천시,원미구,역곡동, 2, 1, 1, 1,12,연립빌라,있음,무료주차(여유),"150,000","90,000","100,000","330,000",13,102,0.127
경기도,성남시,분당구,수내동, 1, 0, 0, 0,2,고시원,있음,유료주차,"130,000","10,000","20,000","100,000",0,102,0
서울특별시,강남구,역삼동,, 1, 1, 0, 1,12,오피스텔,있음,유료주차,"475,000","150,000","120,000","330,000",0,102,0
서울특별시,도봉구,도봉동,, 3, 1, 1, 1,29,아파트,있음,무료주차(선착순),"370,000","75,000","50,000","330,000",2,102,0.02
경기도,파주시,와동동,, 1, 1, 0, 0,6,복층오피스텔,있음,무료주차(선착순),"290,000","50,000","10,000","330,000",78,102,0.765
경기도,파주시,야당동,, 1, 1, 1, 1,7,오피스텔,있음,유료주차,"290,000","50,000","30,000","330,000",73,102,0.716
서울특별시,송파구,잠실동,, 1, 1, 0, 0,2,고시원,없음,불가능,"140,000",0,"20,000","100,000",0,102,0
광주광역시,동구,수기동,, 3, 2, 1, 1,18,오피스텔,있음,무료주차(선착순),"430,000","90,000","30,000","330,000",19,102,0.186
인천광역시,부평구,십정동,, 3, 2, 1, 1,25,아파트,있음,무료주차(여유),"399,000","49,900","60,000","330,000",12,102,0.118
대전광역시,서구,월평동,, 1, 1, 1, 0,4,원룸건물,없음,불가능,"150,000","10,000","30,000","330,000",0,102,0
서울특별시,영등포구,신길동,, 1, 0, 0, 0,2,고시원,없음,불가능,"100,000",0,"20,000","100,000",0,102,0
